Gene1	Gene1Samples	Gene2	Gene2Samples	Common	P_value	Adjusted_p
KLRG1	7	REG1B	13	1	3.41E-01	5.63E-01
KLRG1	7	RGS13	5	1	1.46E-01	5.27E-01
KLRG1	7	SAMD1	15	1	3.83E-01	5.84E-01
KLRG1	7	SELL	9	1	2.49E-01	5.33E-01
KLRG1	7	SLC4A10	18	1	4.42E-01	6.14E-01
KLRG1	7	SLC9A4	11	1	2.96E-01	5.52E-01
KLRG1	7	SNCB	5	1	1.46E-01	5.27E-01
KLRG1	7	ST6GALNAC3	10	2	3.24E-02	5.27E-01
KLRG1	7	TGM3	10	1	2.73E-01	5.43E-01
KLRG1	7	TMPRSS15	16	1	4.03E-01	5.91E-01
KLRG1	7	TP53	197	7	5.98E-01	7.17E-01
KLRG1	7	TRIM63	8	2	2.08E-02	5.27E-01
KLRG1	7	TUBA3C	16	1	4.03E-01	5.91E-01
KLRG1	7	UBE2NL	8	1	2.24E-01	5.33E-01
KLRG1	7	WNT11	6	1	1.72E-01	5.33E-01
KLRG1	7	ZCCHC5	11	3	2.66E-03	4.87E-01
KLRG1	7	ZSCAN10	8	1	2.24E-01	5.33E-01
KRTAP10-11	7	LELP1	4	1	1.18E-01	5.27E-01
KRTAP10-11	7	LILRB2	14	2	6.17E-02	5.27E-01
KRTAP10-11	7	LPPR4	16	2	7.89E-02	5.27E-01
KRTAP10-11	7	LRP1B	87	4	4.32E-01	6.05E-01
KRTAP10-11	7	MARCO	9	1	2.49E-01	5.33E-01
KRTAP10-11	7	MBLAC1	3	1	8.97E-02	5.27E-01
KRTAP10-11	7	MORC1	24	1	5.46E-01	6.77E-01
KRTAP10-11	7	MYBPC1	13	1	3.41E-01	5.63E-01
KRTAP10-11	7	NAV3	56	3	3.67E-01	5.78E-01
KRTAP10-11	7	NLRP14	19	1	4.61E-01	6.21E-01
KRTAP10-11	7	OR10C1	2	1	6.06E-02	5.27E-01
KRTAP10-11	7	OR10J1	12	1	3.19E-01	5.58E-01
KRTAP10-11	7	OR4C45	8	1	2.24E-01	5.33E-01
KRTAP10-11	7	OR4K17	12	1	3.19E-01	5.58E-01
KRTAP10-11	7	OR52E4	8	1	2.24E-01	5.33E-01
KRTAP10-11	7	OR8B4	12	1	3.19E-01	5.58E-01
KRTAP10-11	7	OR8H2	8	1	2.24E-01	5.33E-01
KRTAP10-11	7	OR9Q2	8	1	2.24E-01	5.33E-01
KRTAP10-11	7	PGRMC1	5	1	1.46E-01	5.27E-01
KRTAP10-11	7	PTF1A	9	1	2.49E-01	5.33E-01
KRTAP10-11	7	RB1	135	7	4.33E-02	5.27E-01
KRTAP10-11	7	SAMD1	15	2	7.01E-02	5.27E-01
KRTAP10-11	7	SH2D1A	4	1	1.18E-01	5.27E-01
KRTAP10-11	7	SLC4A10	18	1	4.42E-01	6.14E-01
KRTAP10-11	7	SST	2	1	6.06E-02	5.27E-01
KRTAP10-11	7	TCF23	4	1	1.18E-01	5.27E-01
KRTAP10-11	7	TCP10L2	7	1	1.98E-01	5.33E-01
KRTAP10-11	7	TKTL2	21	1	4.96E-01	6.45E-01
KRTAP10-11	7	TMPRSS15	16	1	4.03E-01	5.91E-01
KRTAP10-11	7	TP53	197	6	1.00E+00	1.00E+00
KRTAP10-11	7	ZNF521	21	1	4.96E-01	6.45E-01
KRTAP12-4	3	MIA2	11	1	1.38E-01	5.27E-01
KRTAP12-4	3	NAV3	56	1	5.73E-01	6.97E-01
KRTAP12-4	3	NLRP14	19	2	1.88E-02	5.27E-01
KRTAP12-4	3	OR2G6	14	2	1.02E-02	5.16E-01
KRTAP12-4	3	RB1	135	2	1.00E+00	1.00E+00
KRTAP12-4	3	RHAG	12	2	7.43E-03	4.96E-01
KRTAP12-4	3	SPHKAP	39	1	4.32E-01	6.05E-01
KRTAP12-4	3	TMEM132D	50	1	5.26E-01	6.65E-01
KRTAP12-4	3	TMEM155	2	1	2.62E-02	5.27E-01
KRTAP12-4	3	TP53	197	3	1.00E+00	1.00E+00
KRTAP13-1	5	LPPR4	16	1	3.07E-01	5.52E-01
KRTAP13-1	5	LRFN5	25	1	4.44E-01	6.14E-01
KRTAP13-1	5	LRP1B	87	1	6.52E-01	7.64E-01
KRTAP13-1	5	MRGPRX4	8	1	1.65E-01	5.27E-01
KRTAP13-1	5	NAV3	56	1	1.00E+00	1.00E+00
KRTAP13-1	5	NOS1	19	1	3.55E-01	5.71E-01
KRTAP13-1	5	OR5M9	11	1	2.21E-01	5.33E-01
KRTAP13-1	5	PGRMC1	5	1	1.06E-01	5.27E-01
KRTAP13-1	5	RB1	135	5	8.12E-02	5.27E-01
KRTAP13-1	5	REG1B	13	1	2.56E-01	5.33E-01
KRTAP13-1	5	SAMD1	15	2	3.61E-02	5.27E-01
KRTAP13-1	5	SLC9A4	11	2	1.96E-02	5.27E-01
KRTAP13-1	5	SPHKAP	39	1	1.00E+00	1.00E+00
KRTAP13-1	5	TMEM132D	50	1	1.00E+00	1.00E+00
KRTAP13-1	5	TMEM215	4	1	8.54E-02	5.27E-01
KRTAP13-1	5	TMPRSS15	16	1	3.07E-01	5.52E-01
KRTAP13-1	5	TP53	197	5	1.00E+00	1.00E+00
KRTAP13-1	5	ZCCHC16	8	1	1.65E-01	5.27E-01
KRTAP13-1	5	ZCCHC5	11	1	2.21E-01	5.33E-01
KRTAP13-1	5	ZNF676	15	1	2.91E-01	5.52E-01
KRTAP2-2	5	LCE5A	4	1	8.54E-02	5.27E-01
KRTAP2-2	5	LELP1	4	1	8.54E-02	5.27E-01
KRTAP2-2	5	LRFN5	25	1	4.44E-01	6.14E-01
KRTAP2-2	5	LRP1B	87	3	3.72E-01	5.82E-01
KRTAP2-2	5	MMP24	6	1	1.26E-01	5.27E-01
KRTAP2-2	5	MNDA	11	1	2.21E-01	5.33E-01
KRTAP2-2	5	NAV3	56	1	1.00E+00	1.00E+00
KRTAP2-2	5	NOS1	19	1	3.55E-01	5.71E-01
KRTAP2-2	5	NPY1R	10	2	1.62E-02	5.27E-01
KRTAP2-2	5	NR1I3	4	1	8.54E-02	5.27E-01
KRTAP2-2	5	NUDT19	7	1	1.46E-01	5.27E-01
KRTAP2-2	5	OR10J1	12	1	2.39E-01	5.33E-01
KRTAP2-2	5	OR10V1	5	1	1.06E-01	5.27E-01
KRTAP2-2	5	OR2C3	13	1	2.56E-01	5.33E-01
KRTAP2-2	5	OR2G6	14	1	2.74E-01	5.43E-01
KRTAP2-2	5	OR4K17	12	1	2.39E-01	5.33E-01
KRTAP2-2	5	OR5M1	4	1	8.54E-02	5.27E-01
KRTAP2-2	5	OR5M11	7	2	7.76E-03	4.96E-01
KRTAP2-2	5	OR5M9	11	1	2.21E-01	5.33E-01
KRTAP2-2	5	OR6B1	7	1	1.46E-01	5.27E-01
KRTAP2-2	5	RB1	135	5	8.12E-02	5.27E-01
KRTAP2-2	5	RD3	3	1	6.46E-02	5.27E-01
KRTAP2-2	5	SH2D1A	4	1	8.54E-02	5.27E-01
KRTAP2-2	5	SLC8A3	20	2	6.24E-02	5.27E-01
KRTAP2-2	5	SPHKAP	39	1	1.00E+00	1.00E+00
KRTAP2-2	5	TBCA	1	1	2.19E-02	5.27E-01
KRTAP2-2	5	TGM3	10	1	2.03E-01	5.33E-01
KRTAP2-2	5	TKTL2	21	1	3.86E-01	5.84E-01
KRTAP2-2	5	TMPRSS15	16	1	3.07E-01	5.52E-01
KRTAP2-2	5	TP53	197	5	1.00E+00	1.00E+00
KRTAP2-2	5	ZCCHC16	8	1	1.65E-01	5.27E-01
KRTAP2-2	5	ZFP36L2	7	1	1.46E-01	5.27E-01
KRTAP2-2	5	ZNF676	15	2	3.61E-02	5.27E-01
LCE5A	4	LRFN5	25	1	3.74E-01	5.82E-01
LCE5A	4	LRP1B	87	2	6.37E-01	7.53E-01
LCE5A	4	MIA2	11	1	1.81E-01	5.33E-01
LCE5A	4	MS4A14	13	1	2.11E-01	5.33E-01
LCE5A	4	MYBPC1	13	1	2.11E-01	5.33E-01
LCE5A	4	NOS1	19	1	2.96E-01	5.52E-01
LCE5A	4	OR10J1	12	1	1.96E-01	5.33E-01
LCE5A	4	OR2G6	14	1	2.25E-01	5.33E-01
LCE5A	4	OR5J2	10	1	1.65E-01	5.27E-01
LCE5A	4	OR5M1	4	1	6.88E-02	5.27E-01
LCE5A	4	OR5M11	7	1	1.18E-01	5.27E-01
LCE5A	4	PROL1	7	1	1.18E-01	5.27E-01
LCE5A	4	PTF1A	9	1	1.50E-01	5.27E-01
LCE5A	4	PYY	2	1	3.49E-02	5.27E-01
LCE5A	4	RB1	135	3	6.47E-01	7.61E-01
LCE5A	4	SELP	15	1	2.40E-01	5.33E-01
LCE5A	4	SPHKAP	39	2	1.37E-01	5.27E-01
LCE5A	4	TMEM132D	50	1	1.00E+00	1.00E+00
LCE5A	4	TP53	197	4	1.00E+00	1.00E+00
LCE5A	4	UBE2NL	8	1	1.34E-01	5.27E-01
LCE5A	4	UNC93A	8	1	1.34E-01	5.27E-01
LELP1	4	LRP1B	87	3	1.57E-01	5.27E-01
LELP1	4	LRRC7	36	1	5.00E-01	6.48E-01
LELP1	4	MS4A14	13	1	2.11E-01	5.33E-01
LELP1	4	MYBPC1	13	1	2.11E-01	5.33E-01
LELP1	4	NAV3	56	2	2.53E-01	5.33E-01
LELP1	4	NPY1R	10	1	1.65E-01	5.27E-01
LELP1	4	NR1I3	4	1	6.88E-02	5.27E-01
LELP1	4	OR10C1	2	1	3.49E-02	5.27E-01
LELP1	4	OR10J1	12	1	1.96E-01	5.33E-01
LELP1	4	OR10V1	5	1	8.54E-02	5.27E-01
LELP1	4	OR2C3	13	2	1.69E-02	5.27E-01
LELP1	4	OR2G6	14	1	2.25E-01	5.33E-01
LELP1	4	OR5M11	7	1	1.18E-01	5.27E-01
LELP1	4	PTF1A	9	1	1.50E-01	5.27E-01
LELP1	4	RB1	135	2	1.00E+00	1.00E+00
LELP1	4	SAMD1	15	1	2.40E-01	5.33E-01
LELP1	4	SLC8A3	20	1	3.09E-01	5.53E-01
LELP1	4	SPHKAP	39	1	5.30E-01	6.68E-01
LELP1	4	TBCA	1	1	1.75E-02	5.27E-01
LELP1	4	TKTL2	21	2	4.34E-02	5.27E-01
LELP1	4	TMEM132D	50	1	1.00E+00	1.00E+00
LELP1	4	TMPRSS15	16	1	2.54E-01	5.33E-01
LELP1	4	TP53	197	4	1.00E+00	1.00E+00
LELP1	4	TRIM63	8	1	1.34E-01	5.27E-01
LILRB2	14	LPPR4	16	2	2.56E-01	5.33E-01
LILRB2	14	LRP1B	87	7	4.00E-01	5.91E-01
LILRB2	14	LRRC7	36	3	4.68E-01	6.29E-01
LILRB2	14	MEOX1	4	1	2.25E-01	5.33E-01
LILRB2	14	MIA2	11	1	5.10E-01	6.54E-01
LILRB2	14	MORC1	24	3	1.72E-01	5.33E-01
LILRB2	14	MS4A14	13	2	1.85E-01	5.33E-01
LILRB2	14	MYBPC1	13	1	5.71E-01	6.97E-01
LILRB2	14	NAV3	56	3	1.00E+00	1.00E+00
LILRB2	14	NCBP2	2	1	1.19E-01	5.27E-01
LILRB2	14	NLRP14	19	2	3.29E-01	5.63E-01
LILRB2	14	NOS1	19	1	1.00E+00	1.00E+00
LILRB2	14	NR1I3	4	1	2.25E-01	5.33E-01
LILRB2	14	OR10J1	12	2	1.62E-01	5.27E-01
LILRB2	14	OR10K1	7	1	3.62E-01	5.76E-01
LILRB2	14	OR2C3	13	1	5.71E-01	6.97E-01
LILRB2	14	OR2G6	14	1	5.99E-01	7.18E-01
LILRB2	14	OR2J2	4	1	2.25E-01	5.33E-01
LILRB2	14	OR4C45	8	1	4.03E-01	5.91E-01
LILRB2	14	OR4K17	12	3	2.93E-02	5.27E-01
LILRB2	14	OR4N4	8	2	7.94E-02	5.27E-01
LILRB2	14	OR52E4	8	1	4.03E-01	5.91E-01
LILRB2	14	OR5J2	10	1	4.76E-01	6.36E-01
LILRB2	14	OR6B1	7	1	3.62E-01	5.76E-01
LILRB2	14	OR8H2	8	1	4.03E-01	5.91E-01
LILRB2	14	PEG3	21	2	6.24E-01	7.44E-01
LILRB2	14	POU3F3	8	1	4.03E-01	5.91E-01
LILRB2	14	PRDM12	5	1	2.74E-01	5.43E-01
LILRB2	14	PRND	2	1	1.19E-01	5.27E-01
LILRB2	14	PRR23C	6	1	3.19E-01	5.58E-01
LILRB2	14	PTF1A	9	1	4.41E-01	6.14E-01
LILRB2	14	PTPRH	14	2	2.08E-01	5.33E-01
LILRB2	14	RB1	135	10	4.10E-01	5.93E-01
LILRB2	14	REG1B	13	1	5.71E-01	6.97E-01
LILRB2	14	RPL37	2	1	1.19E-01	5.27E-01
LILRB2	14	SAMD1	15	1	1.00E+00	1.00E+00
LILRB2	14	SELP	15	2	2.32E-01	5.33E-01
LILRB2	14	SGCZ	13	1	5.71E-01	6.97E-01
LILRB2	14	SIGLEC12	8	1	4.03E-01	5.91E-01
LILRB2	14	SLC8A3	20	3	1.12E-01	5.27E-01
LILRB2	14	SLC9A4	11	3	2.28E-02	5.27E-01
LILRB2	14	SPHKAP	39	3	7.13E-01	8.17E-01
LILRB2	14	SST	2	1	1.19E-01	5.27E-01
LILRB2	14	ST6GALNAC3	10	1	4.76E-01	6.36E-01
LILRB2	14	STX11	4	1	2.25E-01	5.33E-01
LILRB2	14	TCF23	4	1	2.25E-01	5.33E-01
LILRB2	14	TCP10L2	7	1	3.62E-01	5.76E-01
LILRB2	14	TKTL2	21	1	1.00E+00	1.00E+00
LILRB2	14	TMEM132D	50	5	1.96E-01	5.33E-01
LILRB2	14	TMEM215	4	2	1.96E-02	5.27E-01
LILRB2	14	TMPRSS15	16	3	6.42E-02	5.27E-01
LILRB2	14	TP53	197	11	4.14E-01	5.97E-01
LILRB2	14	TRIM63	8	1	4.03E-01	5.91E-01
LILRB2	14	ZCCHC16	8	1	4.03E-01	5.91E-01
LILRB2	14	ZCCHC5	11	2	1.40E-01	5.27E-01
LILRB2	14	ZFP36L2	7	1	3.62E-01	5.76E-01
LILRB2	14	ZNF521	21	3	1.26E-01	5.27E-01
LPPR4	16	LRFN5	25	3	3.95E-01	5.88E-01
LPPR4	16	LRP1B	87	9	1.80E-01	5.33E-01
LPPR4	16	LRRC7	36	3	7.23E-01	8.28E-01
LPPR4	16	MARCO	9	2	1.25E-01	5.27E-01
LPPR4	16	MIA2	11	1	5.59E-01	6.88E-01
LPPR4	16	MMP24	6	1	3.57E-01	5.71E-01
LPPR4	16	MRGPRX4	8	1	4.47E-01	6.14E-01
LPPR4	16	MS4A14	13	1	1.00E+00	1.00E+00
LPPR4	16	NAV3	56	6	2.32E-01	5.33E-01
LPPR4	16	NLRP14	19	2	6.30E-01	7.46E-01
LPPR4	16	NOS1	19	3	1.37E-01	5.27E-01
LPPR4	16	NTNG2	8	1	4.47E-01	6.14E-01
LPPR4	16	OR10V1	5	1	3.07E-01	5.52E-01
LPPR4	16	OR11G2	7	2	7.89E-02	5.27E-01
LPPR4	16	OR2C3	13	2	2.29E-01	5.33E-01
LPPR4	16	OR2G6	14	1	1.00E+00	1.00E+00
LPPR4	16	OR2T2	8	1	4.47E-01	6.14E-01
LPPR4	16	OR4C45	8	1	4.47E-01	6.14E-01
LPPR4	16	OR4K17	12	1	5.92E-01	7.13E-01
LPPR4	16	OR4N4	8	3	1.29E-02	5.27E-01
LPPR4	16	OR52E4	8	1	4.47E-01	6.14E-01
LPPR4	16	OR52K1	10	1	5.24E-01	6.64E-01
LPPR4	16	OR5M1	4	1	2.54E-01	5.33E-01
LPPR4	16	OR5M11	7	1	4.03E-01	5.91E-01
LPPR4	16	OR5M9	11	2	1.75E-01	5.33E-01
LPPR4	16	OR8B4	12	2	2.02E-01	5.33E-01
LPPR4	16	OR8H2	8	1	4.47E-01	6.14E-01
LPPR4	16	OR9Q2	8	3	1.29E-02	5.27E-01
LPPR4	16	P2RX6	5	1	3.07E-01	5.52E-01
LPPR4	16	PEG3	21	2	6.47E-01	7.61E-01
LPPR4	16	PGRMC1	5	1	3.07E-01	5.52E-01
LPPR4	16	PLSCR2	4	1	2.54E-01	5.33E-01
LPPR4	16	POU3F3	8	1	4.47E-01	6.14E-01
LPPR4	16	PRNP	1	1	7.02E-02	5.27E-01
LPPR4	16	PROL1	7	1	4.03E-01	5.91E-01
LPPR4	16	PTEN	13	1	1.00E+00	1.00E+00
LPPR4	16	PTF1A	9	1	4.87E-01	6.38E-01
LPPR4	16	RB1	135	14	1.75E-02	5.27E-01
LPPR4	16	REG1B	13	2	2.29E-01	5.33E-01
LPPR4	16	RGS13	5	1	3.07E-01	5.52E-01
LPPR4	16	RNGTT	5	1	3.07E-01	5.52E-01
LPPR4	16	SAMD1	15	2	2.84E-01	5.47E-01
LPPR4	16	SELP	15	1	1.00E+00	1.00E+00
LPPR4	16	SGCZ	13	1	1.00E+00	1.00E+00
LPPR4	16	SH2D1A	4	1	2.54E-01	5.33E-01
LPPR4	16	SLC4A10	18	2	3.66E-01	5.78E-01
LPPR4	16	SLC8A3	20	2	6.38E-01	7.54E-01
LPPR4	16	SLC9A4	11	1	5.59E-01	6.88E-01
LPPR4	16	SPHKAP	39	2	1.00E+00	1.00E+00
LPPR4	16	SRMS	5	2	4.09E-02	5.27E-01
LPPR4	16	ST6GALNAC3	10	1	5.24E-01	6.64E-01
LPPR4	16	TCF23	4	2	2.56E-02	5.27E-01
LPPR4	16	TCP10L2	7	2	7.89E-02	5.27E-01
LPPR4	16	TGM3	10	4	2.68E-03	4.87E-01
LPPR4	16	TKTL2	21	2	6.47E-01	7.61E-01
LPPR4	16	TMEM132D	50	4	7.57E-01	8.62E-01
LPPR4	16	TMPRSS15	16	3	9.04E-02	5.27E-01
LPPR4	16	TP53	197	13	4.63E-01	6.23E-01
LPPR4	16	TRIM63	8	1	4.47E-01	6.14E-01
LPPR4	16	TUBA3C	16	1	1.00E+00	1.00E+00
LPPR4	16	ZCCHC5	11	1	5.59E-01	6.88E-01
LPPR4	16	ZFP36L2	7	1	4.03E-01	5.91E-01
LPPR4	16	ZNF521	21	2	6.47E-01	7.61E-01
LPPR4	16	ZNF676	15	1	1.00E+00	1.00E+00
LPPR4	16	ZSCAN10	8	1	4.47E-01	6.14E-01
LRFN5	25	LRP1B	87	9	1.00E+00	1.00E+00
LRFN5	25	MBLAC1	3	1	2.95E-01	5.52E-01
LRFN5	25	MEOX1	4	1	3.74E-01	5.82E-01
LRFN5	25	MIA2	11	2	3.45E-01	5.68E-01
LRFN5	25	MID1IP1	3	1	2.95E-01	5.52E-01
LRFN5	25	MMP24	6	1	5.06E-01	6.52E-01
LRFN5	25	MORC1	24	1	4.87E-01	6.38E-01
LRFN5	25	MRGPRX4	8	2	2.14E-01	5.33E-01
LRFN5	25	MS4A14	13	1	1.00E+00	1.00E+00
LRFN5	25	MYBPC1	13	1	1.00E+00	1.00E+00
LRFN5	25	NAV3	56	5	8.06E-01	9.15E-01
LRFN5	25	NLRP14	19	2	1.00E+00	1.00E+00
LRFN5	25	NOS1	19	2	1.00E+00	1.00E+00
LRFN5	25	NR1I3	4	1	3.74E-01	5.82E-01
LRFN5	25	NTNG2	8	2	2.14E-01	5.33E-01
LRFN5	25	OR10K1	7	1	5.62E-01	6.90E-01
LRFN5	25	OR2C3	13	3	1.59E-01	5.27E-01
LRFN5	25	OR2G6	14	1	1.00E+00	1.00E+00
LRFN5	25	OR2J2	4	1	3.74E-01	5.82E-01
LRFN5	25	OR2T2	8	1	1.00E+00	1.00E+00
LRFN5	25	OR4N4	8	3	4.52E-02	5.27E-01
LRFN5	25	OR52K1	10	2	3.01E-01	5.52E-01
LRFN5	25	OR5J2	10	2	3.01E-01	5.52E-01
LRFN5	25	OR5M11	7	2	1.72E-01	5.33E-01
LRFN5	25	OR6B1	7	1	5.62E-01	6.90E-01
LRFN5	25	OR8B4	12	1	1.00E+00	1.00E+00
LRFN5	25	P2RX6	5	1	4.44E-01	6.14E-01
LRFN5	25	PEG3	21	2	1.00E+00	1.00E+00
LRFN5	25	POU3F3	8	1	1.00E+00	1.00E+00
LRFN5	25	PROL1	7	1	5.62E-01	6.90E-01
LRFN5	25	PRR23C	6	2	1.32E-01	5.27E-01
LRFN5	25	PTEN	13	2	6.40E-01	7.56E-01
LRFN5	25	PTF1A	9	1	1.00E+00	1.00E+00
LRFN5	25	PYY	2	2	1.16E-02	5.24E-01
LRFN5	25	RB1	135	17	3.94E-01	5.88E-01
LRFN5	25	RD3	3	1	2.95E-01	5.52E-01
LRFN5	25	RHAG	12	2	6.26E-01	7.45E-01
LRFN5	25	RPL37	2	1	2.08E-01	5.33E-01
LRFN5	25	SAMD1	15	3	2.18E-01	5.33E-01
LRFN5	25	SELL	9	2	2.58E-01	5.35E-01
LRFN5	25	SELP	15	1	1.00E+00	1.00E+00
LRFN5	25	SGCZ	13	1	1.00E+00	1.00E+00
LRFN5	25	SH2D1A	4	1	3.74E-01	5.82E-01
LRFN5	25	SIGLEC12	8	1	1.00E+00	1.00E+00
LRFN5	25	SLC4A10	18	3	4.27E-01	6.03E-01
LRFN5	25	SLC8A3	20	3	4.67E-01	6.28E-01
LRFN5	25	SLC9A4	11	1	1.00E+00	1.00E+00
LRFN5	25	SPHKAP	39	5	7.78E-01	8.84E-01
LRFN5	25	SRMS	5	1	4.44E-01	6.14E-01
LRFN5	25	ST6GALNAC3	10	2	3.01E-01	5.52E-01
LRFN5	25	STX11	4	1	3.74E-01	5.82E-01
LRFN5	25	TCF21	4	1	3.74E-01	5.82E-01
LRFN5	25	TGM3	10	2	3.01E-01	5.52E-01
LRFN5	25	TMEM132D	50	6	7.99E-01	9.08E-01
LRFN5	25	TMEM215	4	2	6.05E-02	5.27E-01
LRFN5	25	TMPRSS15	16	2	6.90E-01	8.00E-01
LRFN5	25	TNNI2	3	1	2.95E-01	5.52E-01
LRFN5	25	TP53	197	22	1.00E+00	1.00E+00
LRFN5	25	TUBA3C	16	2	6.90E-01	8.00E-01
LRFN5	25	UNC93A	8	2	2.14E-01	5.33E-01
LRFN5	25	WNT11	6	1	5.06E-01	6.52E-01
LRFN5	25	ZCCHC16	8	3	4.52E-02	5.27E-01
LRFN5	25	ZCCHC5	11	2	3.45E-01	5.68E-01
LRFN5	25	ZNF521	21	1	4.83E-01	6.38E-01
LRFN5	25	ZNF676	15	2	6.73E-01	7.86E-01
LRFN5	25	ZSCAN10	8	1	1.00E+00	1.00E+00
LRP1B	87	LRRC7	36	15	7.09E-01	8.15E-01
LRP1B	87	MARCO	9	5	3.08E-01	5.52E-01
LRP1B	87	MBLAC1	3	2	5.60E-01	6.88E-01
LRP1B	87	MEOX1	4	2	6.37E-01	7.53E-01
LRP1B	87	MIA2	11	4	1.00E+00	1.00E+00
LRP1B	87	MMP24	6	2	1.00E+00	1.00E+00
LRP1B	87	MNDA	11	6	3.41E-01	5.63E-01
LRP1B	87	MORC1	24	13	1.19E-01	5.27E-01
LRP1B	87	MRGPRX4	8	6	5.65E-02	5.27E-01
LRP1B	87	MS4A14	13	7	2.51E-01	5.33E-01
LRP1B	87	MYBPC1	13	8	8.47E-02	5.27E-01
LRP1B	87	NAV3	56	20	7.52E-01	8.57E-01
LRP1B	87	NCBP2	2	1	1.00E+00	1.00E+00
LRP1B	87	NLRP14	19	8	8.06E-01	9.15E-01
LRP1B	87	NOS1	19	9	4.61E-01	6.22E-01
LRP1B	87	NPY1R	10	4	1.00E+00	1.00E+00
LRP1B	87	NR1I3	4	3	1.57E-01	5.27E-01
LRP1B	87	NTNG2	8	1	1.59E-01	5.27E-01
LRP1B	87	NUDT19	7	2	7.11E-01	8.16E-01
LRP1B	87	OR10C1	2	1	1.00E+00	1.00E+00
LRP1B	87	OR10J1	12	7	2.20E-01	5.33E-01
LRP1B	87	OR10K1	7	2	7.11E-01	8.16E-01
LRP1B	87	OR10V1	5	2	1.00E+00	1.00E+00
LRP1B	87	OR11G2	7	4	4.32E-01	6.05E-01
LRP1B	87	OR2A14	6	5	3.13E-02	5.27E-01
LRP1B	87	OR2C3	13	7	2.51E-01	5.33E-01
LRP1B	87	OR2G6	14	9	4.80E-02	5.27E-01
LRP1B	87	OR2J2	4	1	1.00E+00	1.00E+00
LRP1B	87	OR2T2	8	3	1.00E+00	1.00E+00
LRP1B	87	OR4C45	8	7	5.52E-03	4.96E-01
LRP1B	87	OR4K17	12	8	6.25E-02	5.27E-01
LRP1B	87	OR4N4	8	2	7.14E-01	8.17E-01
LRP1B	87	OR51B5	9	3	1.00E+00	1.00E+00
LRP1B	87	OR52E4	8	6	5.65E-02	5.27E-01
LRP1B	87	OR52K1	10	5	5.11E-01	6.54E-01
LRP1B	87	OR5J2	10	4	1.00E+00	1.00E+00
LRP1B	87	OR5M1	4	3	1.57E-01	5.27E-01
LRP1B	87	OR5M11	7	1	2.56E-01	5.33E-01
LRP1B	87	OR5M9	11	5	7.52E-01	8.57E-01
LRP1B	87	OR6B1	7	3	1.00E+00	1.00E+00
LRP1B	87	OR8B4	12	3	5.43E-01	6.77E-01
LRP1B	87	OR8H2	8	4	4.84E-01	6.38E-01
LRP1B	87	OR9Q2	8	5	2.65E-01	5.43E-01
LRP1B	87	P2RX6	5	4	7.14E-02	5.27E-01
LRP1B	87	PEG3	21	9	6.45E-01	7.60E-01
LRP1B	87	PGRMC1	5	4	7.14E-02	5.27E-01
LRP1B	87	PLSCR2	4	2	6.37E-01	7.53E-01
LRP1B	87	POU3F3	8	5	2.65E-01	5.43E-01
LRP1B	87	PRND	2	2	1.45E-01	5.27E-01
LRP1B	87	PROL1	7	4	4.32E-01	6.05E-01
LRP1B	87	PRR23C	6	3	6.77E-01	7.90E-01
LRP1B	87	PTEN	13	6	5.66E-01	6.95E-01
LRP1B	87	PTF1A	9	3	1.00E+00	1.00E+00
LRP1B	87	PTPRH	14	6	7.79E-01	8.85E-01
LRP1B	87	RAET1E	2	1	1.00E+00	1.00E+00
LRP1B	87	RB1	135	57	1.65E-01	5.27E-01
LRP1B	87	RD3	3	1	1.00E+00	1.00E+00
LRP1B	87	REG1B	13	7	2.51E-01	5.33E-01
LRP1B	87	RGS13	5	3	3.72E-01	5.82E-01
LRP1B	87	RHAG	12	5	7.70E-01	8.76E-01
LRP1B	87	RNGTT	5	3	3.72E-01	5.82E-01
LRP1B	87	RPL37	2	2	1.45E-01	5.27E-01
LRP1B	87	SAMD1	15	7	5.84E-01	7.10E-01
LRP1B	87	SCGB1D1	3	1	1.00E+00	1.00E+00
LRP1B	87	SELL	9	2	4.88E-01	6.38E-01
LRP1B	87	SELP	15	8	2.72E-01	5.43E-01
LRP1B	87	SGCZ	13	7	2.51E-01	5.33E-01
LRP1B	87	SH2D1A	4	4	2.03E-02	5.27E-01
LRP1B	87	SIGLEC12	8	2	7.14E-01	8.17E-01
LRP1B	87	SLC4A10	18	7	1.00E+00	1.00E+00
LRP1B	87	SLC8A3	20	5	2.37E-01	5.33E-01
LRP1B	87	SLC9A4	11	2	2.12E-01	5.33E-01
LRP1B	87	SNCB	5	3	3.72E-01	5.82E-01
LRP1B	87	SPHKAP	39	13	5.88E-01	7.11E-01
LRP1B	87	SRMS	5	5	7.52E-03	4.96E-01
LRP1B	87	SST	2	1	1.00E+00	1.00E+00
LRP1B	87	ST6GALNAC3	10	4	1.00E+00	1.00E+00
LRP1B	87	STX11	4	2	6.37E-01	7.53E-01
LRP1B	87	TBCA	1	1	3.82E-01	5.84E-01
LRP1B	87	TCF21	4	3	1.57E-01	5.27E-01
LRP1B	87	TCF23	4	4	2.03E-02	5.27E-01
LRP1B	87	TCP10L2	7	4	4.32E-01	6.05E-01
LRP1B	87	TGM3	10	4	1.00E+00	1.00E+00
LRP1B	87	THAP1	4	2	6.37E-01	7.53E-01
